company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
BAY6 (IOW) LIMITED,08027312,Active,Private limited company,,,2012-04-12,,,96020,"The Old Stables Appley Road Ryde PO33 1NF "
ISORROPIA FOUNDATION COMMUNITY INTEREST COMPANY,11678351,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2018-11-14,,,86900,Medina Valley Centre Dodnor Lane Newport PO30 5TE England
VECTIS RAIL CONSULTING LTD,11716241,Active,Private limited company,,,2018-12-07,,,74909,East Quay Kite Hill Wootton Bridge PO33 4LA England
RESPECT MY STUFF LTD,11032418,Active,Private limited company,,,2017-10-25,,,86900,Mouse House Hamstead Road Cranmore Yarmouth PO41 0YA England
THUMP STUDIO LTD,13726943,Active,Private limited company,,,2021-11-05,,,74100,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT United Kingdom
NITON UNDERCLIFF GARAGE LIMITED,04999092,Active,Private limited company,,,2003-12-18,,,45200,"Niton Undercliff Garage Ventnor Road Niton Undercliff Ventnor PO38 2LY "
ALPHA (IOW) LTD.,04746176,Active,Private limited company,,,2003-04-28,,,49320,Westwick Nurseries Longlands Lane Newchurch Isle Of Wight PO36 0NA England
AMOS HILL DEVELOPMENTS LIMITED,00591108,Active,Private limited company,,,1957-09-27,,,47599,"33 South Street Newport PO30 1JE "
HOUSE OF GOOD COMPANIONS LIMITED(THE),00515772,Active,Private limited company,,,1953-02-04,,,98000,"The Keys"" Binstead Isle Of Wight PO33 3SY "
THE FALCONRY EXPEREINCE LTD,16066074,Active,Private limited company,,,2024-11-07,,,91040,The Falconry Experience Robin Hill Downend Road Newport PO30 2NU United Kingdom
SPENCER PARK MANAGEMENT COMPANY (IW) LIMITED,13206674,Active,Private limited by guarantee without share capital,,,2021-02-17,,,98000,128 Pyle Street Newport PO30 1JW United Kingdom
BLOCK RECRUIT LTD,09229094,Active,Private limited company,,,2014-09-22,,,78109,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT England
CLIVE TUTTON LIMITED,01303648,Active,Private limited company,,,1977-03-18,,,43390 47910,"209 Great Preston Road Ryde Isle Of Wight PO33 1AY "
PRO-AVIATION LIMITED,03861500,Active,Private limited company,,,1999-10-19,,,51102,Arnold House 2 New Road Brading Sandown PO36 0DT England
A B ELECTRICAL (IW) LIMITED,13988700,Active,Private limited company,,,2022-03-19,,,43210,East Quay Kite Hill Wootton Bridge PO33 4LA England
SE-VIEW GROUP LTD,13230683,Active,Private limited company,,,2021-02-26,,,56302,The Old Fort Pub Esplanade Seaview PO34 5HB United Kingdom
3D CROSSWORDS LIMITED,06504091,Active,Private limited company,,,2008-02-14,,,90030,Apartmet 36 Princess Court Castle Street East Cowes PO32 6GG England
"THE VIEW, BEMBRIDGE LIMITED",14712904,Active,Private limited company,,,2023-03-07,,,56101 56302,The Old Fort Esplanade Seaview PO34 5HB United Kingdom
REPORTING LIMITED,06011529,Active,Private limited company,,,2006-11-28,,,71111,"Luckington Farm Bowcombe Road Newport PO30 3HT "
PEACOCK HOMES (I.W.) LIMITED,04557548,Active,Private limited company,,,2002-10-09,,,68209,East Quay Kite Hill Wootton Bridge PO33 4LA England
AT HOME SURVEYS LTD,15335414,Active,Private limited company,,,2023-12-08,,,94120,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT United Kingdom
ELMSTONE ENGINEERING LIMITED,08859904,Active,Private limited company,,,2014-01-24,,,71122,"4 Queens Gate East Cowes PO32 6AG "
STARSMORE LTD,01833374,Active,Private limited company,,,1984-07-17,,,62012 74909,"The Barn Blackwater Hollow Rookley PO38 3NL "
HD WASTE COMMERCIAL LTD,14459244,Active,Private limited company,,,2022-11-02,,,38110,5 Holyrood Street Newport PO30 5AU United Kingdom
COMMODIFUSION LIMITED,07152585,Active,Private limited company,,,2010-02-10,,,58290,Arnold House 2 New Road Brading Sandown PO36 0DT United Kingdom
SCOTT ADDS CARPENTRY LTD,14432193,Active,Private limited company,,,2022-10-20,,,43320,16b-C Sandown Road Lake Sandown PO36 9JP England
VENTNOR GOLF CLUB (1892) LIMITED,08846887,Active,Private limited by guarantee without share capital,,,2014-01-15,,,93110,"Ventnor Golf Club Steephill Down Road Ventnor PO38 1BP "
APPLIED BAGGAGE SOLUTIONS LIMITED,11698937,Active,Private limited company,,,2018-11-27,,,74300,59 Wellington Road Ryde PO33 3QJ England
AURIOL HOMES LTD,09998882,Active,Private limited company,,,2016-02-10,,,68209,"Tara House, Luton Lane 437 Newport Road Northwood Cowes PO31 8PS England"
LATIF & SONS (ISLE OF WIGHT) LIMITED,16128631,Active,Private limited company,,,2024-12-10,,,68209,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
VECTIS ENVIRONMENTAL CONSULTANTS TEAM LLP,OC373212,Active,Limited liability partnership,,,2012-03-09,,," ",East Quay Kite Hill Wootton Bridge PO33 4LA England
DATACOM SYSTEMS LIMITED,02437877,Active,Private limited company,,,1989-10-31,,,62012,"178 York Avenue East Cowes Isle Of Wight PO32 6BB "
CDP SUBSEA LTD,09430198,Active,Private limited company,,,2015-02-09,,,61100 70229 71122 71129,The Round House 233 Fairlee Road Newport PO30 2JU England
OPTIGEN LIMITED,06741853,Active,Private limited company,,,2008-11-05,,,70229 71122,"The Quarries Broad Lane Shalcombe Yarmouth PO41 0UQ "
DUFFREE LTD,04302588,Active,Private limited company,,,2001-10-10,,,99999,3 Fern Bank Close Totland Bay PO39 0FH England
DETTAGLIO FINISHING LTD,12023650,Active,Private limited company,,,2019-05-30,,,33150,"5 Forest Close, Newport, PO30 5SF United Kingdom"
JGS BUILDING LTD,15101022,Active,Private limited company,,,2023-08-29,,,43120,"7, 11, Tennyson House Union Rd Ryde PO33 2AZ United Kingdom"
THE SHANKLIN CHINE TRUST,03463908,Active,"Private Limited Company by guarantee without share capital, use of 'Limited' exemption",,,1997-11-11,,,91020 91040,12 Pomona Road Shanklin PO37 6PF United Kingdom
RETRO STAYCATIONS LIMITED,13647837,Active,Private limited company,,,2021-09-28,,,55900,"C/O Ewc Accountants Office 4, Baring Chambers Denmark Road Cowes PO31 7SY England"
OSBORNE HEIGHT (MANAGEMENT COMPANY) LIMITED,04577389,Active,Private limited company,,,2002-10-30,,,98000,8 Gunville Road 8 Gunville Road Newport PO30 5LB England
LEISURE SOUTH LTD,12847517,Active,Private limited company,,,2020-08-31,,,93199,Cranshaw 36 Windmill Close Ryde PO33 3JB United Kingdom
BERRY ELECTRICAL LIMITED,03992669,Active,Private limited company,,,2000-05-15,,,43210,"No.6 Sandown Business Centre College Close Sandown PO36 8EB "
THE EVENTS CO. (IOW) LIMITED,13666653,Active,Private limited company,,,2021-10-07,,,56210 56290 96090,"Salisbury Gardens, Unit 12 Dudley Road Ventnor PO38 1EJ United Kingdom"
TWIN CAIRNS CONSULTING LIMITED,10414403,Active,Private limited company,,,2016-10-06,,,74909,Carbis House Main Road Ventnor PO38 3AH England
ROSLYN MANAGEMENT COMPANY (IOW) LIMITED,07492154,Active,Private limited company,,,2011-01-13,,,68209,8 Gunville Road Newport PO30 5LB England
APSE HEATH METHODIST CHURCH HALL RESIDENTS MANAGEMENT COMPANY LIMITED,11579155,Active,Private limited company,,,2018-09-20,,,98000,Wesley House Wesley House Newport Road Apse Heath PO36 0JR England
SHANKLIN PERFORMING ARTS CENTRE COMMUNITY INTEREST COMPANY,12901862,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2020-09-24,,,90010,Shanklin Theatre Steephill Road Shanklin PO37 6AJ United Kingdom
ALPACA WRAPS LTD,11138168,Active,Private limited company,,,2018-01-08,,,74100,C/O Apple Accountancy 5 Holyrood Street Newport PO30 5AU United Kingdom
NUNWELL FARM KITCHEN LTD,16024229,Active,Private limited company,,,2024-10-17,,,47220,5 Holyrood Street Newport PO30 5AU United Kingdom
PORTINATE LIMITED,10432719,Active,Private limited company,,,2016-10-18,,,70229,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT England
BANKEND FARM HOLDINGS LTD,13120199,Active,Private limited company,,,2021-01-07,,,64209,Lisle Combe Undercliff Drive St. Lawrence Ventnor PO38 1UW England
THE VETERAN CIC,14548221,Active,Private limited company,Community Interest Company (CIC),,2022-12-19,,,96040,15 Esplanade Ryde PO33 2DZ United Kingdom
SNUGAZZA LTD,13170671,Active,Private limited company,,,2021-02-01,,,47990,"Osteoscan, Mill Court Business Centre Furrlongs Newport PO30 2AA United Kingdom"
SENAPTEC (UK) LTD,15398537,Active,Private limited company,,,2024-01-09,,,86900,1 Langley Court Pyle Street Newport PO30 1LA England
RB HOSPITALITY ISLE OF WIGHT LTD,12831823,Active,Private limited company,,,2020-08-24,,,56302,"2 Avenue Road Sandown PO36 8BW "
REVIVE NEWPORT,07588420,Active,"Private Limited Company by guarantee without share capital, use of 'Limited' exemption",,,2011-04-01,,,88990,"82-83 High Street Newport PO30 1BH "
DENIZ DILAN LIMITED,12395540,Active,Private limited company,,,2020-01-09,,,56101,26 York Avenue East Cowes Isle Of Wight PO32 6RU United Kingdom
SUN ISLAND HOLIDAYS UK LTD,12417372,Active,Private limited company,,,2020-01-21,,,96090,Office 1 Rill Farm Canteen Road Whiteley Bank PO38 3AF England
ONLY YOGI LTD,16050343,Active,Private limited company,,,2024-10-30,,,85510,2 New Road Brading Isle Of Wight PO36 0DT England
THE OLD CORNER BANK LTD,08273871,Active,Private limited company,,,2012-10-30,,,56101,"16c Sandown Road Lake PO36 9JP "
AMOS HILL HOLDINGS LIMITED,12922998,Active,Private limited company,,,2020-10-02,,,64209,33 South Street Newport PO30 1JE United Kingdom
PEOPLE MATTER I.W.,07805451,Active,"Private Limited Company by guarantee without share capital, use of 'Limited' exemption",,,2011-10-11,,,88990,1 And 2 Bernard Way Newport PO30 5YL England
VERBENA HOMES LIMITED,05005694,Active,Private limited company,,,2004-01-05,,,68100,14 Grace Woodford Drive East Cowes PO32 6FQ United Kingdom
SOLAR BEAR HEATPUMPS LTD,07146329,Active,Private limited company,,,2010-02-04,,,28131,"2 Manners View Dodnor Industrial Estate Newport PO30 5FA "
GREENMOUNT GRANGE MANAGEMENT COMPANY LIMITED,08252530,Active,Private limited company,,,2012-10-15,,,98000 99999,The Estate Office Church Mews Whippingham PO32 6LW United Kingdom
AAA HOLDINGS (IOW) LIMITED,09407264,Active,Private limited company,,,2015-01-26,,,64209,Cornerstone St. Boniface Road Ventnor PO38 1PL England
JAMES GARAGE SERVICES LIMITED,04371237,Active,Private limited company,,,2002-02-11,,,45200,"Unit 11 Building C Newport Business Park Newport PO30 5GY "
WIGHT FIRE COMPANY LIMITED,04411172,Active,Private limited company,,,2002-04-08,,,96090,Units 5-6 Faulkner Lane Sandown PO36 9AZ England
APEXCOMPS IOW LTD,12959426,Active,Private limited company,,,2020-10-19,,,96090,Durrants Farm Colemans Lane Porchfield PO30 4PE England
WIGHT OCEAN LTD,12314883,Active,Private limited company,,,2019-11-14,,,70229,9 St John's Place Newport PO30 1LH United Kingdom
PS POWER LTD,13910934,Active,Private limited company,,,2022-02-11,,,43210,93 Staplers Road Newport PO30 2DG England
BUMP TO BIRTH AND BEYOND LTD,15285673,Active,Private limited company,,,2023-11-15,,,47910 86900,9 St John's Place Newport PO30 1LH United Kingdom
RK FAB WELDING LIMITED,09569017,Active,Private limited company,,,2015-04-30,,,30110,136 Bellevue Road Cowes PO31 7LD England
BEACON SLS LTD,10062956,Active,Private limited company,,,2016-03-15,,,86220,Exchange House St. Cross Lane Newport PO30 5BZ United Kingdom
ST CATHERINES PROPERTY MANAGEMENT LTD,14076060,Active,Private limited company,,,2022-04-28,,,43210,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT England
BIG BARN MEDIA LIMITED,07502505,Active,Private limited company,,,2011-01-24,,,59112 59120,"1 Keats Retreat Osborne Road Shanklin PO37 6BF "
19 CHURCH STREET VENTNOR (MANAGEMENT COMPANY) LIMITED,06768497,Active,Private limited company,,,2008-12-09,,,98000,8 Gunville Road Newport PO30 5LB England
CALLISTO IOW LTD,15356147,Active,Private limited company,,,2023-12-16,,,56101,"Eastern Eye, 95 High Street Sandown, Isle Of Wight PO36 8AQ United Kingdom"
NUCLEUS PRECISION CONSULTANTS LTD,12512666,Active,Private limited company,,,2020-03-11,,,96090,70 Adelaide Grove East Cowes PO32 6DD United Kingdom
HERO IOW LIMITED,11248572,Active,Private limited company,,,2018-03-11,,,41202,Ashmead Ashmead Sandrock Road Niton PO38 2NQ England
THEM (IW) LTD,07061358,Active,Private limited company,,,2009-10-30,,,71122,Office 4 Baring Chambers Denmark Road Cowes PO31 7SY England
HALLIDAY ASSETS LTD,07175032,Active,Private limited company,,,2010-03-02,,,41100,St Anthonys Convent Beatrice Avenue Shanklin PO37 6EN England
A E CLARK TOYS (ISLE OF WIGHT) LIMITED,01314168,Active,Private limited company,,,1977-05-19,,,68209,16c Sandown Road Lake Sandown PO36 9JP England
STRATEGIC PLANNING AND DEVELOPMENT LIMITED,04185395,Active,Private limited company,,,2001-03-22,,,82990,East Quay Kite Hill Wootton Bridge PO33 4LA England
OPEN SEA DEVELOPMENTS LIMITED,12605096,Active,Private limited company,,,2020-05-15,,,41100,St Anthonys Convent Beatrice Avenue Shanklin PO37 6EN England
WATERTIGHT PLUMBING SOLUTIONS LIMITED,08823741,Active,Private limited company,,,2013-12-23,,,43220,Unit 9 Pondacre Farm Yarmouth Road Calbourne Newport PO30 4LZ United Kingdom
LOWES SCAFFOLD LIMITED,07915525,Active,Private limited company,,,2012-01-19,,,43991,East Quay Kite Hill Wootton Bridge PO33 4LA England
CAP PROPERTY MANAGEMENT LIMITED,10679264,Active,Private limited company,,,2017-03-20,,,68209,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
EM (IOW) LIMITED,06095234,Active,Private limited company,,,2007-02-12,,,96090,"The Sail Loft 42 Medina Road Cowes PO31 7BX "
KSI DEVELOPMENTS LIMITED,06195291,Active,Private limited company,,,2007-03-30,,,41100,East Quay Kite Hill Wootton Bridge PO33 4LA England
ELMSTONE ARCHITECTURAL LIMITED,08859460,Active,Private limited company,,,2014-01-23,,,71111,"13 Charles Road Cowes PO31 8HG "
REALM DESIGN ARCHITECTS LTD,06186994,Active,Private limited company,,,2007-03-27,,,71111,Arnold House 2 New Road Brading Sandown PO36 0DT England
PODOS TECH LTD,16132786,Active,Private limited company,,,2024-12-12,,,58290 62012 74909,Hooke Hill Freshwater PO40 9BG United Kingdom
SOUTHERN HOME CARE LIMITED,11716690,Active,Private limited company,,,2018-12-07,,,87300,Exchange House St Cross Lane Newport PO30 5BZ England
EMSCAR LIMITED,04709619,Active,Private limited company,,,2003-03-25,,,38220,East Quay Kite Hill Wootton Bridge PO33 4LA England
LEVELHEAD LIMITED,03045266,Active,Private limited company,,,1995-04-12,,,68209,16c Sandown Road Lake PO36 9JP England
JOHN BOXALL & SONS LTD,05030186,Active,Private limited company,,,2004-01-30,,,41100,"Exchange House St. Cross Lane Newport PO30 5BZ "
YAR LIMITED,04374295,Active,Private limited company,,,2002-02-14,,,64999,"Afton Manor Freshwater Isle Of Wight PO40 9TW "
NORTHSTAR CONVERSIONS LIMITED,09223085,Active,Private limited company,,,2014-09-17,,,45190 68209,La Maison Bleue 30 Alvington Road Newport PO30 5AR England
THE FORGE (IW) LIMITED,07178317,Active,Private limited company,,,2010-03-04,,,25710,"Exchange House St. Cross Lane Newport PO30 5BZ "
FASHION BY DESIGN LIMITED,05999531,Active,Private limited company,,,2006-11-15,,,47710,"9 St Johns Place Newport Isle Of Wight PO30 1LH "
SATVADA LTD,05727334,Active,Private limited company,,,2006-03-02,,,58290 62012 79120 93199,Exchange House St. Cross Lane Newport PO30 5BZ United Kingdom
WYVERN SECURITIES LIMITED,01143767,Active,Private limited company,,,1973-11-06,,,70100,Spinnakers Main Road Bouldnor Yarmouth PO41 0UR England
RWS DEVELOPMENTS (IOW) LTD,13796897,Active,Private limited company,,,2021-12-13,,,41100,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT England
BLENHEIM LAND (MIDLANDS) LIMITED,02331632,Active,Private limited company,,,1988-12-29,,,68100,Dudley House Dudley House Ryde Road Seaview PO34 5AD United Kingdom
VANTAGE POINT COWES LIMITED,10078014,Active,Private limited by guarantee without share capital,,,2016-03-22,,,68209,Vantage Point 4a Queens Road Cowes PO31 8BY United Kingdom
VECTIS 494 LIMITED,05957214,Active,Private limited company,,,2006-10-05,,,62020,Arnold House 2 New Road Brading Sandown PO36 0DT England
ELSMORE HEALTHCARE LIMITED,10237283,Active,Private limited company,,,2016-06-17,,,82990,5 The Courtyard St Cross Business Park Newport PO30 5BF England
PJH AVIATION MANAGEMENT LIMITED,08001920,Active,Private limited company,,,2012-03-22,,,33160,Elmcroft 2 Victoria Avenue Shanklin PO37 6PQ England
REPORTS LIMITED,06011517,Active,Private limited company,,,2006-11-28,,,71111,"Luckington Farm Bowcombe Road Newport PO30 3HT "
POLYLINECONTOUR LTD,10627242,Active,Private limited company,,,2017-02-20,,,32990 46190 74100,The Office Budbridge Manor Merstone Newport PO30 3DH England
ISLE OF WIGHT LAW CENTRE LIMITED,04898915,Active,Private limited by guarantee without share capital,,,2003-09-15,,,88990,"Exchange House St Cross Lane Newport PO30 5BZ "
SHANKLIN CHINE LIMITED,11142487,Active,Private limited company,,,2018-01-10,,,56101,12 Pomona Road Shanklin PO37 6PF United Kingdom
CCPM (IW) LIMITED,06778627,Active,Private limited company,,,2008-12-22,,,68320,"30 Chatfield Lodge Newport PO30 1XR "
DOWN HOUSE MANAGEMENT LIMITED,03019427,Active,Private limited company,,,1995-02-08,,,98000,"Flat 1 Afton Down House Coastguard Lane Freshwater Bay PO40 9QU "
ROYAL CRESCENT MANAGEMENT COMPANY LIMITED,02369560,Active,Private limited by guarantee without share capital,,,1989-04-07,,,98000,30 Chatfield Lodge Newport PO30 1XR England
GOODBOURN ENGINEERING LIMITED,08958582,Active,Private limited company,,,2014-03-25,,,71129 81300,"Longmead Fine Lane Shorwell Newport PO30 3JY "
POOL COVER LIMITED,05353911,Active,Private limited company,,,2005-02-05,,,99999,East Quay Kite Hill Wootton Bridge PO33 4LA England
POOL DIRECT LIMITED,05766924,Active,Private limited company,,,2006-04-03,,,99999,East Quay Kite Hill Wootton Bridge PO33 4LA England
DATAWARM (IOW) LIMITED,04662410,Active,Private limited company,,,2003-02-11,,,43220,East Quay Kite Hill Wootton Bridge PO33 4LA United Kingdom
ISLE CLEAN LTD,06426266,Active,Private limited company,,,2007-11-13,,,74909 81210,10 St Pete Way Sandown PO36 8DB England
THRIVE AND IGNITE LIMITED,13273614,Active,Private limited company,,,2021-03-17,,,85590,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
CATES BROTHERS LIMITED,09438144,Active,Private limited company,,,2015-02-13,,,47789,16 Quay Street Newport PO30 5BG United Kingdom
CHALE RECREATION GROUND LIMITED,07573248,Active,Private limited by guarantee without share capital,,,2011-03-22,,,93290,"Pheasant Hill Pyle Shute Chale Ventnor PO38 2LE "
